"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000024668","ENSMUSG00000024668","Sdhaf2","succinate dehydrogenase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1913322]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019715","ENSMUSG00000019715","Gle1","GLE1 RNA export mediator (yeast) [Source:MGI Symbol;Acc:MGI:1921662]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027957","ENSMUSG00000027957","Slc35a3","solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3 [Source:MGI Symbol;Acc:MGI:1917648]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035757","ENSMUSG00000035757","Selenoo","selenoprotein O [Source:MGI Symbol;Acc:MGI:1919007]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021952","ENSMUSG00000021952","Xpo4","exportin 4 [Source:MGI Symbol;Acc:MGI:1888526]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038102","ENSMUSG00000038102","Trappc11","trafficking protein particle complex 11 [Source:MGI Symbol;Acc:MGI:2444585]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021772","ENSMUSG00000021772","Nkiras1","NFKB inhibitor interacting Ras-like protein 1 [Source:MGI Symbol;Acc:MGI:1916971]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021091","ENSMUSG00000021091","Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N [Source:MGI Symbol;Acc:MGI:105045]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020893","ENSMUSG00000020893","Per1","period circadian clock 1 [Source:MGI Symbol;Acc:MGI:1098283]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004319","ENSMUSG00000004319","Clcn3","chloride channel, voltage-sensitive 3 [Source:MGI Symbol;Acc:MGI:103555]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026377","ENSMUSG00000026377","Nifk","nucleolar protein interacting with the FHA domain of MKI67 [Source:MGI Symbol;Acc:MGI:1915199]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029600","ENSMUSG00000029600","Rita1","RBPJ interacting and tubulin associated 1 [Source:MGI Symbol;Acc:MGI:1922021]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052906","ENSMUSG00000052906","Ubxn8","UBX domain protein 8 [Source:MGI Symbol;Acc:MGI:1337129]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000532","ENSMUSG00000000532","Acvr1b","activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021548","ENSMUSG00000021548","Ccnh","cyclin H [Source:MGI Symbol;Acc:MGI:1913921]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022999","ENSMUSG00000022999","Lmbr1l","limb region 1 like [Source:MGI Symbol;Acc:MGI:1289247]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039068","ENSMUSG00000039068","Zzz3","zinc finger, ZZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1920453]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026810","ENSMUSG00000026810","Dpm2","dolichol-phosphate (beta-D) mannosyltransferase 2 [Source:MGI Symbol;Acc:MGI:1330238]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036617","ENSMUSG00000036617","Etl4","enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047284","ENSMUSG00000047284","Neurl4","neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020634","ENSMUSG00000020634","Ubxn2a","UBX domain protein 2A [Source:MGI Symbol;Acc:MGI:2442310]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028552","ENSMUSG00000028552","Eps15","epidermal growth factor receptor pathway substrate 15 [Source:MGI Symbol;Acc:MGI:104583]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040918","ENSMUSG00000040918","Slc19a2","solute carrier family 19 (thiamine transporter), member 2 [Source:MGI Symbol;Acc:MGI:1928761]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025486","ENSMUSG00000025486","Sirt3","sirtuin 3 [Source:MGI Symbol;Acc:MGI:1927665]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028557","ENSMUSG00000028557","Rnf11","ring finger protein 11 [Source:MGI Symbol;Acc:MGI:1352759]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021182","ENSMUSG00000021182","Ccdc88c","coiled-coil domain containing 88C [Source:MGI Symbol;Acc:MGI:1915589]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021072","ENSMUSG00000021072","Tmx1","thioredoxin-related transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1919986]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020346","ENSMUSG00000020346","Mgat1","mannoside acetylglucosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:96973]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024194","ENSMUSG00000024194","Cuta","cutA divalent cation tolerance homolog [Source:MGI Symbol;Acc:MGI:1914925]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026269","ENSMUSG00000026269","Rnpepl1","arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:MGI Symbol;Acc:MGI:1914170]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032252","ENSMUSG00000032252","Glce","glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053870","ENSMUSG00000053870","Fpgt","fucose-1-phosphate guanylyltransferase [Source:MGI Symbol;Acc:MGI:1922790]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039285","ENSMUSG00000039285","Azi2","5-azacytidine induced gene 2 [Source:MGI Symbol;Acc:MGI:1351332]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023262","ENSMUSG00000023262","Acy1","aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020788","ENSMUSG00000020788","Atp2a3","ATPase, Ca++ transporting, ubiquitous [Source:MGI Symbol;Acc:MGI:1194503]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068874","ENSMUSG00000068874","Selenbp1","selenium binding protein 1 [Source:MGI Symbol;Acc:MGI:96825]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040389","ENSMUSG00000040389","Wdr47","WD repeat domain 47 [Source:MGI Symbol;Acc:MGI:2139593]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061838","ENSMUSG00000061838","Suclg2","succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029578","ENSMUSG00000029578","Wipi2","WD repeat domain, phosphoinositide interacting 2 [Source:MGI Symbol;Acc:MGI:1923831]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028478","ENSMUSG00000028478","Clta","clathrin, light polypeptide (Lca) [Source:MGI Symbol;Acc:MGI:894297]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026889","ENSMUSG00000026889","Rbm18","RNA binding motif protein 18 [Source:MGI Symbol;Acc:MGI:1915139]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045252","ENSMUSG00000045252","Zfp574","zinc finger protein 574 [Source:MGI Symbol;Acc:MGI:2442951]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020063","ENSMUSG00000020063","Sirt1","sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027193","ENSMUSG00000027193","Api5","apoptosis inhibitor 5 [Source:MGI Symbol;Acc:MGI:1888993]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037204","ENSMUSG00000037204","Atg101","autophagy related 101 [Source:MGI Symbol;Acc:MGI:1915368]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060224","ENSMUSG00000060224","Pyroxd2","pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:MGI Symbol;Acc:MGI:1921830]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052085","ENSMUSG00000052085","Dock8","dedicator of cytokinesis 8 [Source:MGI Symbol;Acc:MGI:1921396]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032313","ENSMUSG00000032313","Tmem266","transmembrane protein 266 [Source:MGI Symbol;Acc:MGI:2142980]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030766","ENSMUSG00000030766","Arhgap17","Rho GTPase activating protein 17 [Source:MGI Symbol;Acc:MGI:1917747]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035601","ENSMUSG00000035601","Trmt10b","tRNA methyltransferase 10B [Source:MGI Symbol;Acc:MGI:1917184]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032028","ENSMUSG00000032028","Nxpe2","neurexophilin and PC-esterase domain family, member 2 [Source:MGI Symbol;Acc:MGI:1925502]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106951","ENSMUSG00000106951","5930430L01Rik","RIKEN cDNA 5930430L01 gene [Source:MGI Symbol;Acc:MGI:2443110]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024778","ENSMUSG00000024778","Fas","Fas (TNF receptor superfamily member 6) [Source:MGI Symbol;Acc:MGI:95484]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014504","ENSMUSG00000014504","Srp19","signal recognition particle 19 [Source:MGI Symbol;Acc:MGI:1913634]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022946","ENSMUSG00000022946","Dop1b","DOP1 leucine zipper like protein B [Source:MGI Symbol;Acc:MGI:1917278]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027007","ENSMUSG00000027007","Itprid2","ITPR interacting domain containing 2 [Source:MGI Symbol;Acc:MGI:1917849]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064068","ENSMUSG00000064068","Mtx1","metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040667","ENSMUSG00000040667","Nup88","nucleoporin 88 [Source:MGI Symbol;Acc:MGI:104900]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054199","ENSMUSG00000054199","Gon4l","gon-4-like (C.elegans) [Source:MGI Symbol;Acc:MGI:1917579]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024646","ENSMUSG00000024646","Cyb5a","cytochrome b5 type A (microsomal) [Source:MGI Symbol;Acc:MGI:1926952]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025817","ENSMUSG00000025817","Nudt5","nudix hydrolase 5 [Source:MGI Symbol;Acc:MGI:1858232]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006526","ENSMUSG00000006526","Stimate","STIM activating enhancer [Source:MGI Symbol;Acc:MGI:1921500]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024271","ENSMUSG00000024271","Elp2","elongator acetyltransferase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1889642]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022075","ENSMUSG00000022075","Rhobtb2","Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000012609","ENSMUSG00000012609","Ttll5","tubulin tyrosine ligase-like family, member 5 [Source:MGI Symbol;Acc:MGI:2443657]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038174","ENSMUSG00000038174","Hycc2","hyccin PI4KA lipid kinase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1098784]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030218","ENSMUSG00000030218","Mgp","matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053192","ENSMUSG00000053192","Mllt11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11 [Source:MGI Symbol;Acc:MGI:1929671]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053929","ENSMUSG00000053929","Zftraf1","zinc finger TRAF type containing 1 [Source:MGI Symbol;Acc:MGI:1859320]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022898","ENSMUSG00000022898","Vps26c","VPS26 endosomal protein sorting factor C [Source:MGI Symbol;Acc:MGI:1206040]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001436","ENSMUSG00000001436","Slc19a1","solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045216","ENSMUSG00000045216","Hs6st1","heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064080","ENSMUSG00000064080","Fbln2","fibulin 2 [Source:MGI Symbol;Acc:MGI:95488]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041134","ENSMUSG00000041134","Cyyr1","cysteine and tyrosine-rich protein 1 [Source:MGI Symbol;Acc:MGI:2152187]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022394","ENSMUSG00000022394","L3mbtl2","L3MBTL2 polycomb repressive complex 1 subunit [Source:MGI Symbol;Acc:MGI:2443584]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005873","ENSMUSG00000005873","Reep5","receptor accessory protein 5 [Source:MGI Symbol;Acc:MGI:1270152]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023905","ENSMUSG00000023905","Tnfrsf12a","tumor necrosis factor receptor superfamily, member 12a [Source:MGI Symbol;Acc:MGI:1351484]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028013","ENSMUSG00000028013","Ppa2","pyrophosphatase (inorganic) 2 [Source:MGI Symbol;Acc:MGI:1922026]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020744","ENSMUSG00000020744","Slc25a19","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 [Source:MGI Symbol;Acc:MGI:1914533]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019978","ENSMUSG00000019978","Epb41l2","erythrocyte membrane protein band 4.1 like 2 [Source:MGI Symbol;Acc:MGI:103009]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010045","ENSMUSG00000010045","Tmem115","transmembrane protein 115 [Source:MGI Symbol;Acc:MGI:1930765]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019877","ENSMUSG00000019877","Serinc1","serine incorporator 1 [Source:MGI Symbol;Acc:MGI:1926228]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053846","ENSMUSG00000053846","Lipg","lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023572","ENSMUSG00000023572","Ccndbp1","cyclin D-type binding-protein 1 [Source:MGI Symbol;Acc:MGI:109595]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026315","ENSMUSG00000026315","Serpinb8","serine (or cysteine) peptidase inhibitor, clade B, member 8 [Source:MGI Symbol;Acc:MGI:894657]","ARRAYEXPRESS,ENSG"
